"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000268388",13.7317992133949,-2.78783142647311,0.30085817412594,-4.28052663091023,1.86451573110592e-05,0.000535704519792675
"ENSG00000171049",17.119376759787,-2.78325263441404,0.281941980701161,-4.55147768779493,5.32704478194344e-06,0.000166299410820927
"ENSG00000183908",24.3827463679756,-2.77471127276057,0.266544845178002,-4.78235199750084,1.73255944464254e-06,5.94892913894888e-05
"ENSG00000226622",7.28629530209014,-2.76578872747386,0.307127089598074,-4.12138417724843,3.76602796821875e-05,0.00102270759508691
"ENSG00000205929",5.43069563354236,-2.75055909157788,0.251856085267888,-4.96537175287117,6.85695934642827e-07,2.54587486788607e-05
"ENSG00000225308",10.8089492587698,-2.72573630509714,0.330721166770976,-3.70625296549573,0.000210348209333958,0.00490532695669453
"ENSG00000188517",30.8193461503409,-2.71162641424043,0.295608810679399,-4.09874932839704,4.153886123323e-05,0.00111970989412821
"ENSG00000144820",265.296437914334,-2.70355541192215,0.25626047576621,-4.69660960522126,2.64515323603045e-06,8.72363177842096e-05
"ENSG00000138115",21668.8372700407,-2.69006650825913,0.276420268358592,-4.30527947652265,1.66775052873303e-05,0.000482969974723281
"ENSG00000107562",3319.93996329619,-2.67861086918414,0.223843013420818,-5.26534579378803,1.39925729447861e-07,5.73440366685344e-06
"ENSG00000197408",8661.5394614941,-2.66522738998661,0.289179909259799,-4.02942027670314,5.59145743295388e-05,0.001458771305276
"ENSG00000256948",5.33309044160356,-2.63092377155386,0.297683696459565,-3.79907863616399,0.000145235009333707,0.0034813510850951
"ENSG00000276644",36.6940033045135,-2.62917529515674,0.215828551989033,-5.23181610936311,1.67852689963824e-07,6.793151801583e-06
"ENSG00000120738",7708.15952689703,-2.60633349006562,0.215186145236976,-5.14128587994016,2.7286449847935e-07,1.07165331257616e-05
"ENSG00000173114",20.3292276993451,-2.59272636510697,0.255839113490498,-4.27114662100934,1.94470493274675e-05,0.000556555123749853
"ENSG00000286334",5.79665798468175,-2.55652906506091,0.226866387183238,-4.65705421670757,3.20765993872557e-06,0.000103911112427451
"ENSG00000213398",3220.31691933303,-2.55176893564441,0.219549082824022,-4.79058678868382,1.66294274386821e-06,5.74363912243843e-05
"ENSG00000122877",204.326498511702,-2.54781623336463,0.224314482905415,-4.67119295995906,2.99455463676437e-06,9.76572393819809e-05
"ENSG00000148488",34.7175816446023,-2.51228213378741,0.269974457482221,-3.74954780251415,0.00017715372667956,0.00418128585910884
"ENSG00000115963",2357.77632222004,-2.49781248466076,0.165477727350058,-6.029889947364,1.64071369441786e-09,8.99468182943527e-08
"ENSG00000112964",3680.42996828801,-2.47977092779004,0.21477437068162,-4.56186147667707,5.07020949310449e-06,0.000159131601921067
"ENSG00000241644",593.487237074845,-2.4514126324864,0.25231918188456,-3.77067104205215,0.000162809169643097,0.00386771051786284
"ENSG00000042062",149.39215193525,-2.44507844907466,0.234669599601336,-4.02727260233193,5.64275970750254e-05,0.00147084245007337
"ENSG00000155666",1219.82618682344,-2.42624789793427,0.22116327584251,-4.18807279104445,2.81333290883843e-05,0.000782165438594282
"ENSG00000169313",17.6577702557409,-2.42470130032017,0.246727468152826,-3.74786523463773,0.000178346029176626,0.00420602984063037
"ENSG00000196169",25.5763595151483,-2.41729241412113,0.220973980805872,-4.15113313692339,3.30833236363753e-05,0.000911976147787629
"ENSG00000234810",2.13054985983848,-2.41708647559749,0.237187168002532,-3.86650965699672,0.000110404094159776,0.00272007388815233
"ENSG00000139289",3548.25459334142,-2.41621111890831,0.189037362329075,-4.84671975751215,1.25519536466408e-06,4.45106899945198e-05
"ENSG00000159200",3366.5996731113,-2.4088016291459,0.157405790391079,-5.77362260237033,7.7585106064917e-09,3.83593367041773e-07
"ENSG00000161640",29.4130608352327,-2.35460887716943,0.211218075142661,-4.0460972698109,5.20786001853021e-05,0.00137019381515667
"ENSG00000134042",142.515330997788,-2.34324861856896,0.204574675350901,-4.12195994994279,3.75662522283016e-05,0.0010211031535916
"ENSG00000107864",721.849206343299,-2.29260877807123,0.166844562005181,-4.75058203003712,2.02831992239229e-06,6.87558098982628e-05
"ENSG00000176907",2367.24129101548,-2.26384992073413,0.190343091693547,-4.01301625363917,5.99477838029553e-05,0.00155842904156793
"ENSG00000144655",1924.58867656332,-2.25800650555632,0.138432414306189,-5.4756431819483,4.35925311628808e-08,1.92704048499149e-06
"ENSG00000274286",125.846192863508,-2.24595364124525,0.169805546743835,-4.3929874821497,1.11803567161492e-05,0.000330657918265062
"ENSG00000196932",42.6589154157383,-2.19501660901415,0.178048454986229,-3.903525077305,9.48017224059278e-05,0.00236357195281673
"ENSG00000128016",7522.57747936191,-2.17214076206766,0.150818572041926,-4.4566179945054,8.32627806786123e-06,0.000252641583741334
"ENSG00000013016",354.744395894939,-2.15832921829186,0.160761940032563,-4.0950564428279,4.22065550410665e-05,0.00113248442451787
"ENSG00000136982",165.191123404791,2.06795695558706,0.138561812673758,4.09894288063557,4.15041438090276e-05,0.00111970989412821
"ENSG00000174059",1850.63453508207,2.07775879075161,0.123928911787297,4.66201778438298,3.13124124354357e-06,0.000101660965707048
"ENSG00000117632",3086.2089410295,2.09569775992847,0.146985239049864,4.05277267145436,5.06141789566502e-05,0.00133599485918096
"ENSG00000173546",462.324899689194,2.11598730953436,0.158234621089989,3.89287316069753,9.90639532341459e-05,0.00246143598086883
"ENSG00000108465",193.275225295479,2.13046546361145,0.159951353511334,3.9416075561172,8.09373264898132e-05,0.00205116104079128
"ENSG00000164109",339.185520691362,2.15872997544908,0.157280272545925,4.18825555669569,2.81106870312147e-05,0.000782165438594282
"ENSG00000140525",406.208558742689,2.17201428608869,0.154178096163575,4.35868844414652,1.30844228164333e-05,0.000383862283831507
"ENSG00000151725",412.346919754784,2.18207975972966,0.1624357950405,4.19907299102147,2.6800992538915e-05,0.000749401915777125
"ENSG00000138160",349.861336395572,2.18432548437877,0.160968721191965,4.25129478144184,2.12538205443552e-05,0.000604848898364318
"ENSG00000112312",1681.6385849442,2.18739162256016,0.14535870195176,4.72893341320761,2.25702384690376e-06,7.55443720578784e-05
"ENSG00000149554",273.172145188503,2.18941246874279,0.162425664795627,4.24447989552791,2.19101009153587e-05,0.000620361578243005
"ENSG00000139880",142.816752940674,2.19289550600159,0.163714090168922,4.23235107794726,2.31261038848625e-05,0.000652893483590031
"ENSG00000162769",635.694516570888,2.19414046083546,0.135453802967732,5.1245549820467,2.98241312505402e-07,1.16505496676576e-05
"ENSG00000147113",423.765349987977,2.19873726625718,0.120943094906633,5.77740520694135,7.58614356675726e-09,3.76344847233697e-07
"ENSG00000103710",144.695684859613,2.19888042334351,0.158206936821151,4.41750809026523,9.9845334499239e-06,0.000297398641597122
"ENSG00000162063",300.684281127134,2.20301453075599,0.146959471726898,4.78373066053502,1.72071222780292e-06,5.91520132898839e-05
