"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000243479",18.2570538853467,6.8599188994964,0.808984558232858,6.6254897512563,3.46098747517933e-11,2.45461296176553e-09
"ENSG00000153930",70.601271700177,6.86024452572302,0.704384288799496,7.60982976332231,2.74457184262018e-14,2.93759667550775e-12
"ENSG00000251026",34.1514842502127,6.88687696162453,0.516017315372141,10.4393337222408,1.63957400410658e-25,6.14209646153774e-23
"ENSG00000286448",52.4173162255978,6.94663773278597,0.553666843677353,9.83739191715077,7.769891692349e-23,2.08290124082971e-20
"ENSG00000287394",18.0541927017431,6.96602106485996,0.821576691977262,6.65308682468226,2.87008761337456e-11,2.06053955928267e-09
"ENSG00000106031",261.246254657474,6.97754540099377,0.389210711899569,14.0734703170431,5.52883016095829e-45,2.30789167576002e-41
"ENSG00000272620",251.489347815464,6.9800294626427,0.489876684952555,11.1865488417222,4.74546466611989e-29,2.95026547966007e-26
"ENSG00000243766",52.0668311600517,7.03101692064606,0.477134565496479,11.5921530750781,4.51634747360755e-31,3.38378649176442e-28
"ENSG00000282815",25.8352883943847,7.03513855988155,0.783166799251644,7.06763688804307,1.57594261878637e-12,1.33863498025982e-10
"ENSG00000112164",61.9745564072451,7.07231729190259,0.578439744212561,9.63335826705386,5.78086491500845e-22,1.35133498253237e-19
"ENSG00000170373",116.030171448549,7.07359356944992,0.639471023137943,8.71594390954539,2.88346057015599e-18,4.52982354085796e-16
"ENSG00000135355",26.1881085591743,7.08423140890033,0.72266701016392,7.72725381172952,1.09891407489643e-14,1.21170827428203e-12
"ENSG00000159217",710.785140142392,7.14031175660679,0.410371933314385,13.7443896590407,5.50352115062068e-43,2.0101611002642e-39
"ENSG00000109205",188.670470509469,7.14404621896457,0.659531350253268,8.55766176512638,1.15179699229674e-17,1.70840142715283e-15
"ENSG00000175329",309.193941704355,7.15810089450524,0.483086429768687,11.7123987465648,1.10119390082974e-31,9.46378993595443e-29
"ENSG00000122133",124.279594755919,7.1655499076744,0.664533481710276,8.52560489968582,1.52013305835531e-17,2.24334787702738e-15
"ENSG00000221867",399.646011448823,7.17309809516591,0.68372128526123,8.29738406198425,1.06428879605715e-16,1.43974623244398e-14
"ENSG00000251138",62.2625854340346,7.17342092580493,0.594286332839267,9.54661181370191,1.34007313458596e-21,3.01207207635397e-19
"ENSG00000248118",19.1109600409508,7.19065843603893,0.833325788818052,6.82885194770016,8.55968543683306e-12,6.63432383194329e-10
"ENSG00000133454",149.03058379661,7.2368294205731,0.502455764521634,11.4175810601653,3.41609904861691e-30,2.32135846978107e-27
"ENSG00000167080",166.137275709215,7.24502249625937,0.595979491858633,9.63963118654106,5.43830113258352e-22,1.29192812271618e-19
"ENSG00000243620",41.9122403329867,7.29796940052423,0.654471375963363,8.85901143039264,8.07270939482261e-19,1.37944192115039e-16
"ENSG00000215262",125.867385204525,7.34147358212327,0.709887846058686,8.22872741737343,1.89212797674527e-16,2.51308997638621e-14
"ENSG00000168955",304.563224445285,7.38442009193829,0.588465291827357,9.99960434992766,1.53007140262662e-23,4.47086863847497e-21
"ENSG00000068985",57.5080903928342,7.43288468371929,0.79893979123602,7.42594717249052,1.11975686116332e-13,1.11669950454581e-11
"ENSG00000142515",25.3048336891191,7.44491610939113,1.12283340620185,5.29456647491516,1.19299087398752e-07,4.90284013191496e-06
"ENSG00000270816",96.7342024949769,7.45762250028008,0.686674684561506,8.67604796598039,4.09759397801624e-18,6.30166821250708e-16
"ENSG00000225546",51.4012849075879,7.47642257004307,0.595166814718163,10.0415924111514,1.00045841253879e-23,3.01375204271994e-21
"ENSG00000101951",430.670489091289,7.50590732687811,0.629250498843309,9.54454122470812,1.36711345935111e-21,3.04939353299538e-19
"ENSG00000259996",17.763870478855,7.54825684265725,0.8141381404468,7.42903021265895,1.09396759544899e-13,1.09471688832259e-11
"ENSG00000251629",67.4788603692348,7.5799123993219,0.593391922571941,10.2460316159507,1.23302413701712e-24,4.2891625337667e-22
"ENSG00000225548",72.1803105658611,7.61951326676739,0.622157471347373,9.83595560383562,7.88157623516285e-23,2.09363325083144e-20
"ENSG00000234068",56.1740365110352,7.63067058558431,0.877162127995859,6.98921030664157,2.76437779693951e-12,2.27535547117106e-10
"ENSG00000113100",14.7400314331796,7.75333976452269,0.868652178893638,7.19889953247717,6.07004541039257e-13,5.39127373856634e-11
"ENSG00000137251",215.77444099725,7.75582670649908,0.601512398972534,10.4001625189853,2.47510691152702e-25,9.04032799435245e-23
"ENSG00000183434",30.8215477651986,7.7624803623849,0.987057773417684,6.34459352941529,2.23013467824912e-10,1.39838058580342e-08
